"","FTD_E14-123","Control_E08-101","FTD_E15-66","AD_OS-140909","FTD_OS-150716","FTD_E07-70","FTD_E17-17","FTD_E08-24","FTD_E08-133","AD_E05-87","AD_E12-29","AD_E04-186","AD_E12-06","AD_E13-116","FTD_OS98-06","Control_OS03-390","Control_E06-41","Control_E14-06","Control_E05-130","Control_OS02-35","AD_E06-155","Control_E05-74","Control_E16-45","AD_E11-139"
"SYT1 - mRNA",10.528126215901,11.0861140484408,10.7380328668585,12.907134887641,12.6709155731374,11.7347345156165,12.5737687642088,11.8331662970005,12.3868935665378,13.2188741557854,13.0296839233643,12.5821266213468,12.0306669664846,12.5639679546079,13.9266753161079,13.4383585421203,13.4381865169024,13.3372054559788,13.0669625680341,13.4487923736312,13.7216785707003,13.8688571156039,13.5146524510153,13.2257834667136
"YWHAH - mRNA",10.4250327229369,11.1797270992123,11.4439078829109,13.4933833275157,12.9005009929395,11.5364553383258,12.2619244500505,11.5889516982291,12.2899746896151,13.2575188423787,13.2578068168942,12.3406306762083,12.2242079737549,12.7579898016422,14.1589110440455,13.90895719127,14.0627809877211,14.1806511175657,13.9974209825048,14.01756589126,14.1500102959481,14.2876919655583,14.2580531665613,14.1636723797701
"GPM6A - mRNA",10.918072734217,13.1697111632117,12.360741281767,12.8514218082432,12.9916693130223,12.3285121706516,13.0972050116403,13.1147269188633,12.8710362549964,12.6225253413176,12.8370613623762,12.4254792998,12.562896479885,12.429935603958,12.5204976707868,13.0030563963458,13.63341692752,13.7024197917997,13.3530934460801,13.5289269933224,13.562100188587,13.5214168341662,13.1669102049327,13.3964099487578
"APP - mRNA",11.7911606217348,12.3485726430353,12.394946675589,12.9749857161634,12.6875885316263,12.3742715638292,12.6539000424661,12.6741812155884,12.4779373778114,12.9885467327853,12.7317110915339,12.6817417800382,12.5988025084072,12.8257774617277,13.4001617789074,13.0377713309079,13.2995154158839,13.3780619386446,13.1417079216849,13.2979638742187,13.3706965464577,13.5024074825604,12.9281716234649,13.1121677646124
"RTN4 - mRNA",11.5080884626644,12.4133288513775,11.9825731164463,12.8302469224509,12.4520404921232,11.9749854590386,12.2456838090433,12.0526142414167,11.9835457057392,12.4613337569507,12.632244623607,12.1887841931673,12.0016994448138,12.7675905719245,12.7792140636306,12.9223926750621,13.7713330179774,13.7581586509143,13.353006784717,13.5596931165204,13.1729111120904,13.2816481043151,13.1857363143581,13.4679861915997
"YWHAZ - mRNA",12.0538495132475,12.5380947432314,12.593739313846,13.2285379899462,12.7763087254651,12.4976494769976,13.1897171504298,12.9264043851486,12.7459787757193,13.1147523344596,13.2778519945094,12.8722292703788,13.1314236209536,12.7943304198769,14.2066609547615,13.5755463899316,13.7892766323501,13.9038517118291,13.7202683405781,13.6394641844692,13.5213814257137,14.3578528200877,13.6097995940726,13.1954972548318
"CAMK2A - mRNA",11.2581102096561,12.2122684667988,11.9562344499803,12.8967540698583,12.6499698609935,11.4395119834925,12.4429716049107,12.0091286434188,12.9355439550404,13.2299616084041,13.8756303145648,13.5164169640132,13.4384168511955,13.0695564058461,13.3132358452315,13.8228627213958,13.970194564477,13.9190465744787,13.6535795962817,13.6100546375694,13.6543992622289,14.0023904062884,13.8422789767493,13.8488296700398
"SNAP25 - mRNA",11.6382359728187,11.8345478670727,11.5220679201666,14.0708541480565,13.4534060341474,12.3706967910993,13.6889123462353,12.8560901174815,13.1373943449706,13.9940728846834,14.3922364893193,13.1678837764758,13.9882257551597,13.5303804913666,14.9823878297399,14.7264033046869,14.7414053320673,14.7593361789116,14.6929348900494,14.73470520663,14.4739456300082,14.6849551171204,14.8430345518377,14.3433487050064
"UCHL1 - mRNA",11.8776476800322,11.8623777098754,12.0724378765024,13.7624890073365,13.2956285058232,12.3811213300007,13.5517980562773,12.6016318484727,13.1745840399574,13.8442177133584,13.9090024409418,13.3560532190449,13.5050123424137,13.4818547832828,14.8879300104989,14.3634203779562,14.2271082995467,14.254500147453,13.9547705462996,14.210329797556,14.4696123880187,14.7852573044246,14.4854790063844,14.19072953595
"SKP1 - mRNA",12.6266665841065,13.3246179108835,13.637690530249,13.6067549635369,13.508965527188,13.2830102321756,13.7534053271759,13.7917397060714,13.3737204056514,13.4023854824805,13.7472266815499,13.3704499346539,13.5035781092298,13.4980641749969,13.1101632730243,13.7276411383458,13.7612897570016,13.8397313886858,13.5935948361654,13.8276429202404,13.7328153182274,13.7468369482002,13.8097956617606,13.6320235579576
"HSP90AB1 - mRNA",12.9711840706766,14.1968894730954,13.5186378586053,13.3667489455964,13.3691994231855,12.8229018715334,13.2283402241658,12.9328239820991,13.1417181095683,13.6152648713773,13.2835472864371,13.9405507842026,13.151343531436,13.8240089471751,13.9211517319249,13.8763409789662,13.5348854112632,13.7373741872756,14.5635769804296,13.6420101856299,14.0790424489942,14.1609767838345,13.6610011704914,14.0474013823902
"B2M - mRNA",12.9974733034034,13.7110094000182,13.9180485760574,13.5411201974952,13.880989736348,13.4176916232928,13.7074781150389,14.1172656340297,12.8614559931393,12.0031818225138,12.2484916712751,13.5193776180497,13.0800013731936,13.3137605896486,11.28051265895,12.7813453307468,12.6069088896813,12.3935212235722,12.1936377406662,13.2448476456009,12.1745662908647,11.8202191989912,12.4368080062032,11.6333843771507
"CST3 - mRNA",12.1097683583305,14.3662219676335,13.1397354007015,12.53013541026,12.5075576992382,13.4514065241395,12.9041528020197,13.5791633038249,12.8934307769332,12.2194375984955,12.8747531363042,12.3754464352815,13.6372413060132,11.7146141751188,12.8493554943079,12.7486589196149,12.3576924093568,13.0342945872618,12.5158368114532,12.3387689211679,11.3394969932934,12.5828076644645,12.5983891931918,12.0225750432773
"SLC1A3 - mRNA",12.7501632498626,14.5647811927483,14.1124545361353,13.3146265899826,13.8218785719719,13.8317294031492,13.960153987689,14.080443443263,13.9282206142345,12.9953071882301,13.5948081619775,13.2296980303555,13.4757606730355,12.9598062124352,12.6337805906593,13.4203260281169,13.0783885371521,12.8150296222572,12.7860014991028,12.9970406731642,12.5843731571454,12.9102217224036,12.987053919028,13.0313186763493
"CKB - mRNA",13.0538495132475,13.4174528038022,12.8336574704685,13.0313142988617,12.6817748888008,12.9453437572835,13.5849287814972,13.6896791893124,13.6867497757249,12.8824322600027,13.4570808976782,13.2037789313972,13.5373318772682,12.7385944365874,13.4609600985845,13.2085174731289,13.294536227067,12.9951239899812,12.4277351598694,12.6822966856885,12.744772292135,13.1548277546519,13.2537978443113,12.928773089849
"MBP - mRNA",14.6070775572958,15.8526389912729,13.2713615010495,13.5857856072211,13.2871202237014,14.1084330851187,13.6701045399568,13.5848812684409,13.1141128305045,14.4655553828906,13.102675384539,13.106206879921,15.3280909507848,15.9991546391592,14.1003411062814,13.6947321559887,12.2383065061516,13.0856977651397,11.7971282302505,13.287653605441,14.8825100232224,13.5702409459828,13.4252499012819,12.6500631182973
"AQP4 - mRNA",13.9242290000928,13.710262566798,14.6340877483737,13.6099833202474,14.6903211446602,15.0410043676179,14.2477239154981,14.9694526067204,14.1666143030063,13.8953601974873,13.2303648974139,13.3869243284822,13.3808361525838,13.6204862778923,12.9063790475986,13.1310840111686,12.9610334393929,12.820330787996,12.6431986723219,13.8366291776254,12.9477558325516,12.7934380924268,13.0421800918655,12.6288433125236
"PLP1 - mRNA",13.5429739803083,12.6802584101683,12.4832744464984,13.5136011980703,13.2504456643822,13.8109795391812,13.273837771594,13.5525925692038,12.9211953027617,13.6928842393456,11.7599192350856,12.3740698177716,13.7874120731144,14.3327069019334,13.8236688506442,12.6246053510788,12.1053555847524,12.1704312752479,11.1361789996653,13.354378048991,13.4415757056772,12.5530091171862,12.4315931984868,11.4291638610777
"NCAM1 - mRNA",11.5601054204321,11.3495322007965,11.5671921592344,11.7029978760118,11.7379230489425,12.1510549807788,11.6903575426984,12.006290686824,11.8539214054472,11.9556143112386,11.8044515502429,11.7733551359974,11.8582503492095,12.3161110766776,11.7224543419305,11.5903392350337,11.591977495021,11.6948847927964,11.2533596817639,11.4841368183662,12.3652715148424,12.1970386480459,11.6200628916645,11.5910573796114
"YWHAQ - mRNA",11.4800740864948,11.4261204048229,11.6984366925127,11.8181467231012,11.6364650632606,11.6337311969331,11.810545103708,11.9261899058438,11.6966774046886,11.8239832296183,11.7690118809876,11.5767512247874,11.8866962746339,12.0207771918019,11.7040117369771,11.9804661267026,11.8980130539557,11.9368850454367,11.673773114817,11.6493912891276,12.0830137790346,12.1734935307459,11.9381066015227,11.7030106523564
"SIRPA - mRNA",10.7953003520957,10.7963515435117,11.4934326094579,11.6793289701182,11.6834383215239,11.4389868897503,11.6715686905591,11.5992123462998,11.662981937474,11.5399002843784,11.7388632086153,11.6215260814018,11.2332356978129,11.4121532148469,10.6620674851662,11.4745259678951,11.8383242554749,11.7677134938781,11.5672421570998,11.5653945100899,11.5786026812059,11.7798587730174,12.0438898359492,11.8825999047694
"CTNNB1 - mRNA",11.2185818454695,11.7469565140084,12.0248739959218,11.6375087944236,11.6996392611103,11.7735689094012,11.4786662871829,12.0890909918765,11.6065427917116,11.3026193931799,11.4054163360511,11.3229025710879,11.3880052255493,11.4115252735787,10.8026472030011,11.4409322861375,11.8419348634682,11.6605251063547,11.4715007517378,11.5328400099419,11.5632062469388,11.5021712269239,11.3192270772791,11.4584634174812
"MAP1LC3B - mRNA",11.2061981210136,11.4620548911939,11.5580029877798,11.5034255666569,11.5165441495193,11.3979697212494,11.7311106362135,11.6598054876926,11.3808098304377,11.3952966688276,11.7295779309262,11.5237296425894,11.7770022900365,11.3797745413806,11.3810286548099,11.7417777202315,11.5398957405776,11.4894260684655,11.7228862362176,11.5147684370199,11.2090953711457,11.2864577793352,11.6538707967072,11.510735839059
"THY1 - mRNA",10.0693163145932,11.5456503353439,10.1591602656017,11.3944351303207,11.2968243647854,10.3361462435561,10.6534441426232,10.5006756892498,11.3958506750167,11.8842100729706,12.2131183017324,11.7277367128257,12.0016994448138,11.6095773787253,12.4595865194398,12.0997015648794,11.738917687928,11.6802102992149,11.4746904391766,11.3368653781541,11.9547562907255,12.3120217533586,12.0709737151519,11.9135456356554
"SLC8A1 - mRNA",10.6791340040007,11.2645851663584,10.4429098233478,11.5724137662017,11.5736300715075,10.8545494827714,11.4106940082438,10.5121530372998,11.4330159446057,11.9870584805623,11.9657111972454,11.7411472485106,11.6354089796694,11.5600068361021,13.0854408436131,12.4456203515174,11.7058987884262,12.0041949803962,11.8735474124969,11.7665900576666,12.4505692919189,12.1444198515145,12.0876465254202,12.0820317604944
"SLC25A4 - mRNA",10.6611000811704,11.159078004127,10.6395430034591,11.5013817994347,11.3409154951965,10.7702331968379,11.2474973794152,10.9102292956045,11.5175150354137,11.6248665154612,11.7907520461713,11.5695527314783,11.4512701190074,11.4108970588764,12.6529185504263,11.8386486888943,11.5261754366253,11.396029532012,11.4250994979518,11.3025551816738,11.6564735904667,11.70218106797,11.7760102790417,11.6712697899884
"PIK3R1 - mRNA",10.6519978740632,11.3399077819081,10.7630396692152,11.3677589612238,11.3438636396428,11.0908248441625,11.4605384857872,11.3347781541464,11.5223867654305,11.6893296758332,11.7001701650413,11.8361908736761,11.7049499129225,11.4956961891704,11.8529743761021,11.7374147278713,11.7039160914839,11.3570811737192,11.1199733247357,11.2362952999181,11.5153528759157,11.7538990015241,11.6906033477618,11.3113051435024
"PPP3CB - mRNA",10.6474251442733,10.210685117409,10.346935482242,11.304464667342,11.0453062965755,10.5457520317735,10.8595910068052,10.6083314752655,11.0014200322309,11.6227383323922,11.3680055659941,11.2353951354589,11.1462054617537,11.1171253164438,12.3376400874325,11.6139347734374,11.51781569158,11.5786151034857,11.5090082077193,11.5368253578931,11.9080123574627,12.009638680049,11.6005355288828,11.5779248243194
"YWHAG - mRNA",10.591391109359,10.5614722577178,10.1927966444529,11.4214919101908,10.9979660836554,10.3936405505863,11.060021404247,10.759478750776,11.3000680318148,11.6459774429382,11.8693026945928,11.3664748514634,11.8301479549908,11.3925588079415,12.4846042635435,12.0030563963458,11.4749423879747,11.4898175201138,11.8708867284584,11.4262317624182,11.7471379368121,12.1603780309556,11.7989331114801,11.5891886033904
"ATP2B2 - mRNA",10.0964099754755,10.2625488992019,10.1259651359747,11.4480505855501,11.1932156063348,10.8339278721553,11.2553299463808,11.0284399640917,11.3432581135134,11.5952166385901,11.6587810044897,11.2178522357499,11.4212003551763,10.9849268138769,11.8632103318263,11.8903278667896,11.7493920196756,11.7589708420301,11.7215443190519,11.5882974724419,11.2001848175814,11.5288582177351,11.7848457093572,11.5519353268178
"GRIA2 - mRNA",10.0761375804493,10.7078326853489,10.2992028714579,11.2160051455402,11.1001373377903,10.6143286657105,11.0784783089546,10.8161363603789,11.2661452616287,11.5895615625926,11.8882028999361,11.6999864900778,11.3514793495242,11.3100592125862,11.7553940157588,11.892291608074,11.6366129251567,11.6327902436367,11.1957654671965,11.428736131376,11.6773463637002,11.9790669810304,11.5976730377832,11.645724182573
"SLC17A7 - mRNA",10.6880671287707,12.809312591354,10.9544846680304,11.2402277659489,10.6757706001951,10.3076673274765,11.4326467408422,11.0647460221878,11.7196117438895,11.621459914018,11.9037661041611,12.3853878209862,12.0258792573089,11.6930733584104,12.7671513257891,12.2471367845867,11.3289430891872,11.4898175201138,11.4905339439004,11.5177961297175,11.772224123231,12.5934926943223,12.0012034368477,11.1895479885006
"UBQLN1 - mRNA",11.2700580629605,12.1146154700659,11.4141709323379,11.5425122804878,11.4184741556558,11.3485010449851,11.3170809574723,11.3020922286408,11.4883867971165,11.7079192809002,11.7829183886932,11.8862997219741,11.5568242897655,11.752297713301,12.558089066062,11.9303783870319,11.7317069710596,11.744609053338,11.9173409246783,11.7951536642463,12.028455827776,12.0951447936959,11.74497650255,11.8226249973482
"NRCAM - mRNA",10.6746466130084,12.0183417638305,11.4338960797828,11.5971220186728,11.7474963756493,11.4567337240211,11.5197657073913,11.4821198702216,11.4733704381292,11.7626793317498,11.7769212065955,11.5293058811691,11.5434864902283,11.5531909413415,11.4066563205354,11.7882165785889,12.3011088809905,12.274972361626,12.0132461512792,12.335340733319,12.3376514064472,12.1453278731793,11.9132835885588,11.8985330648004
"VDAC1 - mRNA",10.2789544634489,11.6714602956839,11.2128425866547,11.4898828882483,11.2094701888491,10.6401411505347,11.1180066731412,11.1339843277364,11.1054320631574,11.1448735743416,11.2816954726161,10.9896928711945,10.9343142948666,11.18409945842,11.6677021732757,11.8001194928418,12.2166173653211,12.1833158224539,12.1079039161779,12.091625888104,11.985726825367,12.0609065213862,11.9555394958704,11.9197550583464
"PPP2CA - mRNA",10.2061981210136,11.4744234486244,10.9024322032094,11.5401250294618,11.2933427461041,10.837119676645,11.0420220963709,11.0624058837333,11.0965502679745,11.2544980655161,11.2484916712751,10.9309864356997,10.8698742333064,11.1063011871202,11.8136362281516,11.5679903224768,11.9906113668795,11.9667202749775,12.0899203795666,11.915592077079,11.7784961274277,11.9324854312421,11.8138095831367,11.852794281049
"CYFIP2 - mRNA",10.4143063163438,10.8877004900388,10.7741925301539,11.5281291590106,11.2278253351799,10.8910950460945,11.4678169626927,10.9993751750077,11.534713804463,11.7155282383789,11.6403188509812,11.4492062034645,11.2862469432691,11.3545145889789,11.7983070806387,11.8962110898805,11.9847907544457,12.0433900431973,12.0949037870808,12.042249093629,12.2489183532921,12.185314121584,12.079205948849,12.110757240262
"REEP5 - mRNA",10.6382359728187,11.0803455679812,10.9863457669855,11.6804132956415,11.3754901796051,11.0672343505798,11.6520755780549,11.4809521687892,11.3972979532263,11.5786237161077,11.8077642842837,11.1805390772818,11.2552200476484,11.2855946501545,11.6968225631688,11.7116975577629,11.986422894464,11.9397532273772,11.8636052777346,11.9486256010399,11.9007807882316,11.9708949787741,12.0668399156449,11.9600803195966
"GNAS - mRNA",10.7994282377184,11.1392392570347,10.8760541085688,11.6195310534945,11.3011646058474,11.2002210375827,11.5480013270375,11.2914743699255,11.3606731642368,11.5551575436498,11.4889579134801,11.3371024400627,11.3565727177127,10.9866141766902,12.3026889703346,11.4780170646764,12.0883025084832,12.0099378741247,11.6409289451425,12.2712017285395,11.9139698127591,11.3758238911933,11.5332170576199,11.7531102469518
"NCKAP1 - mRNA",10.1999661673021,10.7850473129764,10.9787905745465,11.4695365855614,11.3132482724047,10.8772080347336,11.0138847824466,10.792798823976,11.1941444118108,11.6555856979226,11.3448817358067,11.3229025710879,11.1753223943704,11.1678310692752,11.9709078425128,11.6488135219235,11.7774063958452,11.7187927615339,11.9557410394092,11.6902207262496,12.008642074391,12.017925291234,11.5998204383894,11.8475925626289
